primary,synonyms,description,
ACADVL,ACAD6+AHw-LCACD+AHw-VLCAD+AHw-VLCAD+AHw-LCACD+AHw-ACAD6+AHw-VLCAD,acyl+AC0-CoA dehydrogenase very long chain,
ACAN,AGC1+AHw-AGCAN+AHw-CSPG1+AHw-CSPGCP+AHw-MSK16+AHw-SEDK+AHw-SSOAOD+AHw-CSPGCP+AHw-MSK16+AHw-CSPG1+AHw-AGC1+AHw-AGC1+AHw-CSPG1+AHw-MSK16,aggrecan,
ACAP1,CENTB1+AHw-KIAA0050+AHw-CENTB1+AHw-CENTB1+AHw-KIAA0050,ArfGAP with coiled+AC0-coil+AHw- ankyrin repeat and PH domains 1,
ACAP2,CENTB2+AHw-CNT+AC0-B2+AHw-KIAA0041+AHw-CNT+AC0-B2+AHw-CENTB2+AHw-CENTB2+AHw-KIAA0041,ArfGAP with coiled+AC0-coil+AHw- ankyrin repeat and PH domains 2,
ACAP2+AC0-IT1,,,
ACAP3,CENTB5+AHw-KIAA1716+AHw-CENTB5+AHw-CENTB5+AHw-KIAA1716,ArfGAP with coiled+AC0-coil+AHw- ankyrin repeat and PH domains 3,
ACAT1,ACAT+AHw-MAT+AHw-T2+AHw-THIL+AHw-THIL+AHw-ACAT+AHw-ACAT+AHw-MAT,acetyl+AC0-CoA acetyltransferase 1,
ACAT2,ACTL,,
ACBD3,GCP60+AHw-GOCAP1+AHw-GOLPH1+AHw-PAP7+AHw-GCP60+AHw-PAP7+AHw-GOLPH1+AHw-GOCAP1+AHw-GCP60+AHw-GOCAP1+AHw-GOLPH1,acyl+AC0-CoA binding domain containing 3,
ACBD3+AC0-AS1,,,
ACBD4,HMFT0700+AHw-FLJ13322,acyl+AC0-CoA binding domain containing 4,
ACBD5,DKFZp434A2417+AHw-KIAA1996+AHw-KIAA1996,,
ACBD6,MGC2404,,
ACBD7,bA455B2.2+AHw-FLJ38219+AHw-bA455B2.2,acyl+AC0-CoA binding domain containing 7,
ACBD7+AC0-DCLRE1CP1,,,
ACC1,,,
ACCN1,,,
ACCN3,,,
ACCS,ACS+AHw-PHACS+AHw-PHACS+AHw-ACS+AHw-PHACS,1+AC0-aminocyclopropane+AC0-1+AC0-carboxylate synthase homolog (inactive),
ACCSL,,,
ACD,PIP1+AHw-PTOP+AHw-TINT1+AHw-TPP1+AHw-Ptop+AHw-Pip1+AHw-Tpp1+AHw-Tint1+AHw-PIP1+AHw-PTOP+AHw-TINT1+AHw-TPP1,ACD+AHw- shelterin complex subunit and telomerase recruitment factor,
ACE,ACE1+AHw-CD143+AHw-DCP+AHw-DCP1+AHw-ACE1+AHw-CD143+AHw-DCP1+AHw-DCP+AHw-DCP1,angiotensin I converting enzyme,
ACE2,ACEH,angiotensin I converting enzyme 2,
ACE3P,ACE3,angiotensin I converting enzyme 3+AHw- pseudogene,
ACER1,ALKCDase1+AHw-ASAH3+AHw-ASAH3+AHw-ASAH3,alkaline ceramidase 1,
ACER2,ALKCDase2+AHw-ASAH3L+AHw-FLJ41587+AHw-ALKCDase2+AHw-ASAH3L+AHw-ASAH3L,alkaline ceramidase 2,
ACER3,APHC+AHw-PHCA+AHw-PLDECO+AHw-FLJ11238+AHw-APHC+AHw-PHCA+AHw-APHC+AHw-PHCA,alkaline ceramidase 3,
ACF,,,
ACF7,,,
ACHE,ACEE+AHw-ARACHE+AHw-N+AC0-ACHE+AHw-YT+AHw-YT,acetylcholinesterase (Cartwright blood group),
ACIN1,ACINUS+AHw-ACN+AHw-fSAP152+AHw-KIAA0670+AHw-fSAP152+AHw-ACINUS+AHw-ACINUS+AHw-KIAA0670,apoptotic chromatin condensation inducer 1,
ACKR1,CCBP1+AHw-CD234+AHw-DARC+AHw-DARC/ACKR1+AHw-Dfy+AHw-FY+AHw-GPD+AHw-GpFy+AHw-WBCQ1+AHw-CCBP1+AHw-GPD+AHw-Dfy+AHw-CD234+AHw-FY+AHw-DARC+AHw-DARC+AHw-FY+AHw-GPD,atypical chemokine receptor 1 (Duffy blood group),
ACKR2,CCBP2+AHw-CCR10+AHw-CCR9+AHw-CMKBR9+AHw-D6+AHw-hD6+AHw-CCR10+AHw-D6+AHw-CCR9+AHw-CMKBR9+AHw-CCBP2+AHw-CCBP2+AHw-CCR10+AHw-CMKBR9+AHw-D6,atypical chemokine receptor 2,
ACKR3,CMKOR1+AHw-CXC+AC0-R7+AHw-CXCR+AC0-7+AHw-CXCR7+AHw-GPR159+AHw-RDC+AC0-1+AHw-RDC1+AHw-RDC1+AHw-GPR159+AHw-CMKOR1+AHw-CXCR7+AHw-CMKOR1+AHw-CXCR7+AHw-GPR159+AHw-RDC1,atypical chemokine receptor 3,
ACKR4,CC+AC0-CKR+AC0-11+AHw-CCBP2+AHw-CCR+AC0-11+AHw-CCR10+AHw-CCR11+AHw-CCRL1+AHw-CCX CKR+AHw-CCX+AC0-CKR+AHw-CKR+AC0-11+AHw-PPR1+AHw-VSHK1+AHw-CCR11+AHw-CCBP2+AHw-VSHK1+AHw-CCX+AC0-CKR+AHw-PPR1+AHw-CCRL1+AHw-CCBP2+AHw-CCR11+AHw-CCRL1+AHw-VSHK1,atypical chemokine receptor 4,
ACLS,,,
ACLY,ACL+AHw-ATPCL+AHw-CLATP+AHw-ATPCL+AHw-CLATP+AHw-ACL,ATP citrate lyase,
ACLY variant protein,,,
ACMSD,,,
ACO1,ACONS+AHw-HEL60+AHw-IREB1+AHw-IREBP+AHw-IREBP1+AHw-IRP1+AHw-IRP1+AHw-IREBP+AHw-IREB1+AHw-IREB1,aconitase 1,
ACO2,ACONM+AHw-HEL+AC0-S+AC0-284+AHw-ICRD+AHw-OCA8+AHw-OPA9+AHw-ACONM,aconitase 2,
ACOD1,CAD+AHw-IRG1+AHw-CAD+AHw-IRG1+AHw-IRG1,aconitate decarboxylase 1,
ACON,,,
ACOT1,ACH2+AHw-CTE+AC0-1+AHw-LACH2+AHw-ACH2+AHw-CTE+AC0-1+AHw-LACH2+AHw-CTE1,acyl+AC0-CoA thioesterase 1,
ACOT11,BFIT+AHw-STARD14+AHw-THEA+AHw-THEM1+AHw-STARD14+AHw-BFIT+AHw-KIAA0707+AHw-BFIT1+AHw-THEM1+AHw-THEA+AHw-BFIT+AHw-KIAA0707+AHw-THEA,acyl+AC0-CoA thioesterase 11,
ACOT12,CACH+AC0-1+AHw-Cach+AHw-STARD15+AHw-THEAL+AHw-Cach+AHw-THEAL+AHw-STARD15+AHw-CACH+AHw-CACH1+AHw-STARD15,acyl+AC0-CoA thioesterase 12,
ACOT13,HT012+AHw-PNAS+AC0-27+AHw-THEM2+AHw-HT012+AHw-THEM2+AHw-THEM2,acyl+AC0-CoA thioesterase 13,
ACOT2,CTE+AC0-IA+AHw-CTE1A+AHw-MTE1+AHw-PTE2+AHw-PTE2A+AHw-ZAP128+AHw-Mte1+AHw-ZAP128+AHw-PTE2+AHw-PTE2A,acyl+AC0-CoA thioesterase 2,
ACOT4,PTE+AC0-Ib+AHw-PTE1B+AHw-PTE2B+AHw-FLJ31235+AHw-PTE+AC0-Ib+AHw-PTE2B+AHw-PTE2B+AHw-PTEIB,acyl+AC0-CoA thioesterase 4,
ACOT6,C14orf42+AHw-c14+AF8-5530+AHw-C14orf42+AHw-C14orf42,acyl+AC0-CoA thioesterase 6,
ACOT7,ACH1+AHw-ACT+AHw-BACH+AHw-CTE+AC0-II+AHw-LACH+AHw-LACH1+AHw-hBACH+AHw-BACH+AHw-ACH1+AHw-ACT+AHw-CTE+AC0-II+AHw-LACH1+AHw-MGC1126+AHw-hBACH+AHw-BACH,acyl+AC0-CoA thioesterase 7,
ACOT7L,BACHL,,
ACOT8,HNAACTE+AHw-NAP1+AHw-PTE+AC0-1+AHw-PTE+AC0-2+AHw-PTE1+AHw-PTE2+AHw-hACTE+AC0-III+AHw-hTE+AHw-hACTE+AC0-III+AHw-hTE+AHw-PTE+AC0-2+AHw-NAP1+AHw-PTE1+AHw-ACTEIII+AHw-PTE1+AHw-PTE2,acyl+AC0-CoA thioesterase 8,
ACOT9,ACATE2+AHw-CGI+AC0-16+AHw-MT+AC0-ACT48+AHw-MTACT48+AHw-CGI+AC0-16+AHw-MT+AC0-ACT48+AHw-ACATE2,acyl+AC0-CoA thioesterase 9,
ACOX1,ACOX+AHw-PALMCOX+AHw-SCOX+AHw-PALMCOX+AHw-ACOX,acyl+AC0-CoA oxidase 1,
ACOX2,BCOX+AHw-BRCACOX+AHw-BRCOX+AHw-CBAS6+AHw-THCCox+AHw-BRCACOX+AHw-BRCOX+AHw-THCCox,acyl+AC0-CoA oxidase 2,
ACOX3,BRCOX+AHw-PRCOX,,
ACOXL,FLJ11042,,
ACOXL+AC0-AS1,,,
ACP1,HAAP+AHw-LMW+AC0-PTP+AHw-LMWPTP+AHw-HAAP+AHw-LMW+AC0-PTP+AHw-LMWPTP,acid phosphatase 1,
ACP2,LAP+AHw-LAP,acid phosphatase 2+AHw- lysosomal,
ACP4,ACPT+AHw-AI1J+AHw-ACPT+AHw-ACPT,acid phosphatase 4,
ACP5,HPAP+AHw-TRACP5a+AHw-TRACP5b+AHw-TRAP+AHw-TrATPase+AHw-TRAP+AHw-HPAP,acid phosphatase 5+AHw- tartrate resistant,
ACP6,ACPL1+AHw-LPAP+AHw-PACPL1+AHw-LPAP+AHw-ACPL1+AHw-ACPL1+AHw-LPAP,acid phosphatase 6+AHw- lysophosphatidic,
ACP7,PAPL+AHw-PAPL1+AHw-FLJ16165+AHw-PAPL1+AHw-PAPL+AHw-PAPL+AHw-PAPL1,acid phosphatase 7+AHw- tartrate resistant (putative),
ACPP,'5''+AC0-NT+AHw-ACP+AC0-3+AHw-ACP3+AHw-ACP3+AHw-ACP+AC0-3+AHw-PAP',acid phosphatase+AHw- prostate,
ACR,ACRS,,
ACRBP,CT23+AHw-OY+AC0-TES+AC0-1+AHw-SP32+AHw-SP32+AHw-OY+AC0-TES+AC0-1+AHw-CT23,acrosin binding protein,
ACRC,,,
ACRPS,,,
ACRPV,,,
ACRV1,D11S4365+AHw-SP+AC0-10+AHw-SPACA2+AHw-SPACA2+AHw-SP+AC0-10+AHw-D11S4365,acrosomal vesicle protein 1,
ACSBG1,BG+AHw-BG1+AHw-BGM+AHw-GR+AC0-LACS+AHw-LPD+AHw-BGM+AHw-FLJ30320+AHw-MGC14352+AHw-BG1+AHw-KIAA0631+AHw-hBG1+AHw-hsBG+AHw-BGM+AHw-KIAA0631+AHw-LPD,acyl+AC0-CoA synthetase bubblegum family member 1,
ACSBG2,BGR+AHw-BRGL+AHw-PRTD+AC0-NY3+AHw-PRTDNY3+AHw-BGR+AHw-PRTD+AC0-NY3+AHw-DKFZp434K1635+AHw-BGR,acyl+AC0-CoA synthetase bubblegum family member 2,
ACSF2,ACSMW+AHw-AVYV493+AHw-FLJ20920+AHw-ACSMW,acyl+AC0-CoA synthetase family member 2,
ACSF3,,,
ACSL1,ACS1+AHw-FACL1+AHw-FACL2+AHw-LACS+AHw-LACS1+AHw-LACS2+AHw-LACS2+AHw-LACS+AHw-ACS1+AHw-LACS1+AHw-FACL1+AHw-FACL2+AHw-FACL1+AHw-FACL2+AHw-LACS+AHw-LACS1+AHw-LACS2,acyl+AC0-CoA synthetase long chain family member 1,
ACSL3,ACS3+AHw-FACL3+AHw-LACS 3+AHw-LACS3+AHw-PRO2194+AHw-ACS3+AHw-PRO2194+AHw-FACL3+AHw-ACS3+AHw-FACL3+AHw-LACS3,acyl+AC0-CoA synthetase long chain family member 3,
ACSL4,ACS4+AHw-FACL4+AHw-LACS4+AHw-MRX63+AHw-MRX68+AHw-ACS4+AHw-LACS4+AHw-FACL4+AHw-MRX63+AHw-MRX68+AHw-ACS4+AHw-FACL4+AHw-LACS4,acyl+AC0-CoA synthetase long chain family member 4,
ACSL5,ACS2+AHw-ACS5+AHw-FACL5+AHw-ACS5+AHw-ACS2+AHw-FACL5+AHw-ACS5+AHw-FACL5,acyl+AC0-CoA synthetase long chain family member 5,
ACSL6,ACS2+AHw-FACL6+AHw-LACS 6+AHw-LACS2+AHw-LACS5+AHw-KIAA0837+AHw-ACS2+AHw-LACS5+AHw-LACS2+AHw-FACL6+AHw-ACS2+AHw-FACL6+AHw-KIAA0837+AHw-LACS5,acyl+AC0-CoA synthetase long chain family member 6,
ACSM1,BUCS1+AHw-MACS1+AHw-MACS1+AHw-BUCS1+AHw-BUCS1+AHw-LAE+AHw-MACS1,acyl+AC0-CoA synthetase medium chain family member 1,
ACSM2A,A+AC0-923A4.1+AHw-ACSM2+AHw-A+AC0-923A4.1+AHw-MGC150530+AHw-ACSM2+AHw-ACSM2+AHw-MACS2,acyl+AC0-CoA synthetase medium chain family member 2A,
ACSM2B,ACSM2+AHw-HXMA+AHw-HYST1046+AHw-HXMA+AHw-HYST1046+AHw-ACSM2+AHw-ACSM2,acyl+AC0-CoA synthetase medium chain family member 2B,
ACSM3,SA+AHw-SAH+AHw-SA+AHw-SAH+AHw-SAH,acyl+AC0-CoA synthetase medium chain family member 3,
ACSM4,,,
ACSM5,FLJ20581+AHw-MACS3,,
ACSM5P1,,,
ACSM6,C10orf129+AHw-bA310E22.3+AHw-bA310E22.3+AHw-C10orf129+AHw-C10orf129,acyl+AC0-CoA synthetase medium chain family member 6,
ACSS1,ACAS2L+AHw-ACECS1+AHw-AceCS2L+AHw-dJ568C11.3+AHw-AceCS2L+AHw-MGC33843+AHw-ACAS2L+AHw-ACAS2L+AHw-KIAA1846,acyl+AC0-CoA synthetase short chain family member 1,
ACSS2,ACAS2+AHw-ACECS+AHw-ACS+AHw-ACSA+AHw-dJ1161H23.1+AHw-ACS+AHw-ACSA+AHw-AceCS+AHw-dJ1161H23.1+AHw-ACAS2+AHw-ACAS2,acyl+AC0-CoA synthetase short chain family member 2,
ACSS3,FLJ21963,,
ACT,,,
ACTA1,ACTA+AHw-ASMA+AHw-CFTD+AHw-CFTD1+AHw-CFTDM+AHw-MPFD+AHw-NEM1+AHw-NEM2+AHw-NEM3+AHw-SHPM+AHw-NEM3+AHw-ACTA+AHw-ACTA,actin+AHw- alpha 1+AHw- skeletal muscle,
ACTA2,ACTSA+AHw-ACTSA+AHw-ACTSA+AHw-ACTVS,actin+AHw- alpha 2+AHw- smooth muscle+AHw- aorta,
ACTA2+AC0-AS1,ZXF1+AHw-uc001kfo.1,ACTA2 antisense RNA 1,
ACTB,BRWS1+AHw-PS1TP5BP1,actin beta,
ACTBL2,ACT+AHw-DKFZp686D0972,actin+AHw- beta like 2,
ACTBP1,,,
ACTBP10,,,
ACTBP11,,,
ACTBP12,ACTGP5,actin+AHw- beta pseudogene 12,
ACTBP13,,,
ACTBP14,,,
ACTBP2,,,
ACTBP3,,,
ACTBP4,,,
ACTBP6,H8+AC0-PSI+AC0-BETA+AC0-AC3,actin+AHw- beta pseudogene 6,
ACTBP7,,,
ACTBP8,ACTBP2,actin+AHw- beta pseudogene 8,
ACTBP9,,,
ACTC1,ACTC+AHw-ASD5+AHw-CMD1R+AHw-CMH11+AHw-LVNC4+AHw-CMD1R+AHw-ACTC+AHw-ACTC,actin+AHw- alpha+AHw- cardiac muscle 1,
ACTD,,,
ACTG1,ACT+AHw-ACTG+AHw-DFNA20+AHw-DFNA26+AHw-HEL+AC0-176+AHw-ACTG+AHw-DFNA20+AHw-DFNA26+AHw-ACTG,actin gamma 1,
ACTG1P1,ACT1GP1+AHw-ACTGP1+AHw-HY+AC0-psi+AC0-gamma+AC0-AC6,actin gamma 1 pseudogene 1,
ACTG1P10,ACTGP10+AHw-ACTL1+AHw-ACTP1,actin gamma 1 pseudogene 10,
ACTG1P11,,,
ACTG1P12,,,
ACTG1P13,,,
ACTG1P14,,,
ACTG1P15,,,
ACTG1P16,,,
ACTG1P17,,,
ACTG1P18,,,
ACTG1P19,,,
ACTG1P2,ACTGP2+AHw-ACTL2,actin gamma 1 pseudogene 2,
ACTG1P20,,,
ACTG1P21,,,
ACTG1P22,,,
ACTG1P23,,,
ACTG1P24,POTENP,actin gamma 1 pseudogene 24,
ACTG1P3,ACTGP3+AHw-dJ545L17.4,actin gamma 1 pseudogene 3,
ACTG1P4,ACTGP4,actin gamma 1 pseudogene 4,
ACTG1P6,ACTGP6,actin gamma 1 pseudogene 6,
ACTG1P7,ACTGP7,actin gamma 1 pseudogene 7,
ACTG1P8,ACTGP8,actin gamma 1 pseudogene 8,
ACTG1P9,ACTGP9,actin gamma 1 pseudogene 9,
ACTG2,ACT+AHw-ACTA3+AHw-ACTE+AHw-ACTL3+AHw-ACTSG+AHw-VSCM+AHw-ACTSG+AHw-ACTL3+AHw-ACTA3+AHw-ACTA3+AHw-ACTL3+AHw-ACTSG,actin+AHw- gamma 2+AHw- smooth muscle+AHw- enteric,
ACTL10,C20orf134+AHw-dJ63M2.2+AHw-C20orf134+AHw-C20orf134,actin like 10,
ACTL6A,ACTL6+AHw-ARPN+AC0-BETA+AHw-Arp4+AHw-BAF53A+AHw-INO80K+AHw-Actl6+AHw-BAF53A+AHw-Arp4+AHw-Baf53a+AHw-INO80K+AHw-BAF53+AHw-BAF53A+AHw-INO80K,actin like 6A,
ACTL6B,ACTL6+AHw-BAF53B+AHw-arpNalpha+AHw-BAF53B+AHw-ACTL6+AHw-ACTL6+AHw-BAF53B,actin like 6B,
ACTL7A,,,
ACTL7B,Tact1+AHw-Tact1,actin like 7B,
ACTL8,CT57+AHw-CT57,actin like 8,
ACTL9,HSD21+AHw-MGC33407+AHw-ACTL7C,actin like 9,
ACTN1,BDPLT15,actinin alpha 1,
ACTN1+AC0-AS1,C14orf84,ACTN1 antisense RNA 1,
ACTN2,CMD1AA+AHw-CMH23,actinin alpha 2,
ACTN3,ACTN3D,actinin alpha 3 (gene/pseudogene),
ACTN4,ACTININ+AC0-4+AHw-FSGS+AHw-FSGS1+AHw-FSGS1,actinin alpha 4,
ACTN4+AC0-MLL,,,
ACTN4P1,,,
ACTN4P2,,,
ACTP1,,,
ACTR10,ACTR11+AHw-Arp10+AHw-Arp11+AHw-HARP11+AHw-HARP11+AHw-ACTR11+AHw-Arp11+AHw-Arp10+AHw-ACTR11+AHw-ARP11,actin related protein 10 homolog,
ACTR1A,ARP1+AHw-Arp1A+AHw-CTRN1+AHw-ARP1+AHw-Arp1A+AHw-CTRN1,ARP1 actin related protein 1 homolog A,
ACTR1B,ARP1B+AHw-CTRN2+AHw-PC3+AHw-Arp1B+AHw-CTRN2+AHw-CTRN2,ARP1 actin related protein 1 homolog B,
ACTR2,ARP2+AHw-ARP2+AHw-ARP2,ARP2 actin related protein 2 homolog,
ACTR3,ARP3+AHw-ARP3+AHw-ARP3,ARP3 actin related protein 3 homolog,
ACTR3B,ARP11+AHw-ARP3BETA+AHw-ARP11+AHw-ARP3beta+AHw-ARP11+AHw-ARP4,ARP3 actin related protein 3 homolog B,
ACTR3BP1,,,
ACTR3BP2,FKSG73,ACTR3B pseudogene 2,
ACTR3BP3,,,
ACTR3BP4,,,
ACTR3BP5,FKSG74,ACTR3B pseudogene 5,
ACTR3BP6,,,
ACTR3C,ARP11+AHw-ARP11+AHw-ARP11,ARP3 actin related protein 3 homolog C,
ACTR3P1,,,
ACTR3P2,,,
ACTR3P3,,,
ACTR5,Arp5+AHw-INO80M+AHw-FLJ12785+AHw-Arp5+AHw-INO80M+AHw-ARP5,ARP5 actin related protein 5 homolog,
ACTR6,ARP6+AHw-CDA12+AHw-HSPC281+AHw-MSTP136+AHw-hARP6+AHw-hARPX+AHw-ARP6+AHw-FLJ13433,ARP6 actin related protein 6 homolog,
ACTR6P1,,,
ACTR8,ARP8+AHw-INO80N+AHw-hArp8+AHw-INO80N+AHw-ARP8+AHw-INO80N,ARP8 actin related protein 8 homolog,
ACTRT1,AIP1+AHw-ARIP1+AHw-ARPT1+AHw-HSD27+AHw-AIP1+AHw-KIAA0705+AHw-ARIP1+AHw-Arp+AC0-T1+AHw-ARPT1,actin related protein T1,
ACTRT2,ARPM2+AHw-ARPT2+AHw-Arp+AC0-T2+AHw-HARPM2+AHw-Arp+AC0-T2+AHw-ARPM2+AHw-FLJ25424+AHw-ARPM2,actin related protein T2,
ACTRT3,ARP+AC0-T3+AHw-ARPM1+AHw-ARPM1+AHw-ARPM1,actin related protein T3,
ACVR1,ACTRI+AHw-ACVR1A+AHw-ACVRLK2+AHw-ALK2+AHw-FOP+AHw-SKR1+AHw-TSRI+AHw-SKR1+AHw-ALK2+AHw-ACVR1A+AHw-ACVRLK2+AHw-ACVRLK2,activin A receptor type 1,
ACVR1B,ACTRIB+AHw-ACVRLK4+AHw-ALK4+AHw-SKR2+AHw-ALK4+AHw-SKR2+AHw-ActRIB+AHw-ACVRLK4+AHw-ACVRLK4+AHw-ALK4,activin A receptor type 1B,
ACVR1C,ACVRLK7+AHw-ALK7+AHw-ALK7+AHw-ACVRLK7+AHw-ALK7,activin A receptor type 1C,
ACVR2A,ACTRII+AHw-ACVR2+AHw-ACTRII+AHw-ACVR2+AHw-ACVR2,activin A receptor type 2A,
ACVR2B,ACTRIIB+AHw-ActR+AC0-IIB+AHw-HTX4+AHw-ActR+AC0-IIB,activin A receptor type 2B,
ACVR2B+AC0-AS1,,,
ACVRL1,ACVRLK1+AHw-ALK+AC0-1+AHw-ALK1+AHw-HHT+AHw-HHT2+AHw-ORW2+AHw-SKR3+AHw-TSR+AC0-I+AHw-HHT2+AHw-ALK1+AHw-HHT+AHw-ACVRLK1+AHw-ORW2+AHw-ACVRLK1+AHw-ALK1,activin A receptor like type 1,
ACY1,ACY+AC0-1+AHw-ACY1D+AHw-HEL+AC0-S+AC0-5,aminoacylase 1,
ACY3,ACY+AC0-3+AHw-HCBP1+AHw-HCBP1+AHw-MGC9740+AHw-ACY+AC0-3+AHw-ASPA2,aminoacylase 3,
ACYP1,ACYPE+AHw-ACYPE,acylphosphatase 1,
ACYP2,ACYM+AHw-ACYP+AHw-ACYP,acylphosphatase 2,
AD 1,,,
AD 2,,,
AD021,C4orf18+AHw-DKFZp434L142,,
AD10,,,
AD11,,,
AD12,,,
AD13,,,
AD14,,,
AD15,,,
AD16,,,
AD17,,,
AD5,,,
AD6,,,
AD7,,,
AD8,,,
AD9,,,
ADA,ADA1,,
ADA2,ADGF+AHw-CECR1+AHw-IDGFL+AHw-PAN+AHw-SNEDS+AHw-ADGF+AHw-IDGFL+AHw-CECR1+AHw-ADGF+AHw-CECR1+AHw-IDGFL,adenosine deaminase 2,
ADAD1,Tenr+AHw-Tenr+AHw-TENR,adenosine deaminase domain containing 1,
ADAD1P1,,,
ADAD1P2,,,
ADAD2,TENRL+AHw-TENRL+AHw-FLJ00337+AHw-TENRL,adenosine deaminase domain containing 2,
ADAL,,,
ADAM10,AD10+AHw-AD18+AHw-CD156c+AHw-CDw156+AHw-HsT18717+AHw-MADM+AHw-RAK+AHw-kuz+AHw-kuz+AHw-MADM+AHw-HsT18717+AHw-CD156c+AHw-KUZ+AHw-MADM,ADAM metallopeptidase domain 10,
ADAM11,MDC+AHw-MDC+AHw-MDC,ADAM metallopeptidase domain 11,
ADAM12,ADAM12+AC0-OT1+AHw-CAR10+AHw-MCMP+AHw-MCMPMltna+AHw-MLTN+AHw-MLTNA+AHw-MCMPMltna+AHw-MLTN+AHw-MLTN,ADAM metallopeptidase domain 12,
ADAM15,MDC15+AHw-MDC15+AHw-MDC15,ADAM metallopeptidase domain 15,
ADAM17,ADAM18+AHw-CD156B+AHw-CSVP+AHw-NISBD+AHw-NISBD1+AHw-TACE+AHw-cSVP+AHw-CD156B+AHw-TACE+AHw-CSVP+AHw-TACE,ADAM metallopeptidase domain 17,
ADAM18,ADAM27+AHw-tMDCIII+AHw-tMDCIII+AHw-ADAM27+AHw-TMDC3,ADAM metallopeptidase domain 18,
ADAM19,FKSG34+AHw-MADDAM+AHw-MLTNB+AHw-MLTNB+AHw-MLTNB,ADAM metallopeptidase domain 19,
ADAM1A,ADAM1+AHw-ADAM1P+AHw-FTNAP+AHw-Ftna+AHw-PH+AC0-30a,ADAM metallopeptidase domain 1A (pseudogene),
ADAM1B,,,
ADAM2,CRYN1+AHw-CRYN2+AHw-CT15+AHw-FTNB+AHw-PH+AC0-30b+AHw-PH30+AHw-PH30+AC0-beta+AHw-PH+AC0-30b+AHw-PH30+AHw-CT15+AHw-FTNB+AHw-FTNB,ADAM metallopeptidase domain 2,
ADAM20,,,
ADAM20P1,C14orf55,ADAM metallopeptidase domain 20 pseudogene 1,
ADAM20P2,,,
ADAM20P3,,,
ADAM21,ADAM 21+AHw-ADAM31+AHw-ADAM31,ADAM metallopeptidase domain 21,
ADAM21P1,ADAM21P,ADAM metallopeptidase domain 21 pseudogene 1,
ADAM22,ADAM 22+AHw-EIEE61+AHw-MDC2+AHw-MDC2+AHw-MDC2,ADAM metallopeptidase domain 22,
ADAM23,MDC+AC0-3+AHw-MDC3+AHw-MDC3+AHw-MDC3,ADAM metallopeptidase domain 23,
ADAM24P,ADAM24,ADAM metallopeptidase domain 24+AHw- pseudogene,
ADAM28,ADAM 28+AHw-MDC+AC0-L+AHw-MDCL+AHw-eMDC II+AHw-eMDCII+AHw-eMDCII+AHw-MDC+AC0-Lm+AHw-MDC+AC0-Ls+AHw-ADAM23+AHw-ADAM23+AHw-MDCL,ADAM metallopeptidase domain 28,
ADAM29,CT73+AHw-svph1+AHw-svph1+AHw-CT73,ADAM metallopeptidase domain 29,
ADAM30,svph4+AHw-svph4,ADAM metallopeptidase domain 30,
ADAM32,,,
ADAM33,C20orf153+AHw-DJ964F7.1+AHw-DKFZp434K0521+AHw-dJ964F7.1+AHw-C20orf153+AHw-C20orf153,ADAM metallopeptidase domain 33,
ADAM3A,ADAM3+AHw-CYRN1+AHw-tMDCI,ADAM metallopeptidase domain 3A (pseudogene),
ADAM3B,CYRN2,ADAM metallopeptidase domain 3B (pseudogene),
ADAM5,ADAM5P+AHw-TMDCII+AHw-ADAM5P+AHw-TMDC2,ADAM metallopeptidase domain 5 (pseudogene),
ADAM6,C14orf96+AHw-tMDCIV,ADAM metallopeptidase domain 6 (pseudogene),
ADAM7,ADAM 7+AHw-ADAM+AC0-7+AHw-EAPI+AHw-GP+AC0-83+AHw-GP83+AHw-GP+AC0-83+AHw-EAPI+AHw-GP83,ADAM metallopeptidase domain 7,
ADAM8,CD156+AHw-CD156a+AHw-MS2+AHw-CD156+AHw-MS2+AHw-CD156a+AHw-MS2,ADAM metallopeptidase domain 8,
ADAM9,CORD9+AHw-MCMP+AHw-MDC9+AHw-Mltng+AHw-MDC9+AHw-KIAA0021+AHw-MCMP+AHw-Mltng+AHw-CORD9+AHw-KIAA0021+AHw-MCMP+AHw-MDC9+AHw-MLTNG,ADAM metallopeptidase domain 9,
ADAMDEC1,M12.219+AHw-M12.219,ADAM like decysin 1,
ADAMTS1,C3+AC0-C5+AHw-METH1+AHw-C3+AC0-C5+AHw-METH1+AHw-KIAA1346+AHw-KIAA1346+AHw-METH1,ADAM metallopeptidase with thrombospondin type 1 motif 1,
ADAMTS10,ADAM+AC0-TS10+AHw-ADAMTS+AC0-10+AHw-WMS+AHw-WMS1+AHw-ADAM+AC0-TS10,ADAM metallopeptidase with thrombospondin type 1 motif 10,
ADAMTS12,PRO4389,ADAM metallopeptidase with thrombospondin type 1 motif 12,
ADAMTS13,ADAM+AC0-TS13+AHw-ADAMTS+AC0-13+AHw-C9orf8+AHw-VWFCP+AHw-vWF+AC0-CP+AHw-VWFCP+AHw-TTP+AHw-vWF+AC0-CP+AHw-FLJ42993+AHw-MGC118899+AHw-MGC118900+AHw-DKFZp434C2322+AHw-C9orf8+AHw-C9orf8,ADAM metallopeptidase with thrombospondin type 1 motif 13,
ADAMTS14,,,
ADAMTS15,,,
