	symbol	associated_ids
1152	C1orf195	727684
1153	OR19-1	26335
1154	HSPC280	58527
1155	USH1C	10083
1156	RNU6-1098P	106481935
1157	LY9B	8832
1158	CASP-7	840
1159	C10orf120	399814
1160	WDR86-AS1	100131176
1161	UBE2S	27338
1162	RPL31_10_468	727792
1163	LOC112268311	112268311
1164	RN7SL803P	106479514
1165	DEPP1	11067
1166	MHW2	50979
1167	LOC105369489	105369489
1168	mir-3191	100422832
1169	SV2A	9900
1170	LOC105379406	105379406
1171	LOC107985037	107985037
1172	LOC100287497	100287497
1173	hEAG2	27133
1174	MRX55	10084
1175	PIRC57	100313930
1176	Perit1	51526
1177	FKBP1C	642489
1178	RAI14	26064
1179	RPCL1	10171
1180	MTND4P26	100873247
1181	C20orf27	54976
1182	PDZK5B	728798
1183	HS1BP3-IT1	100874343
1184	RPL27P1	326299
1185	LOC105378644	105378644
1186	LOC112268126	112268126
1187	W80	25975
1188	TRK-CTT1-1	100189107
1189	KAP7.1	337878
1190	RPL34P8	100270999
1191	CCDC147-AS1	100505869
1192	PTPRA	5786
1193	SLC38A3	10991
1194	KCNAB1-AS2	100874083
1195	LINC00330	144817
1196	ATL3	25923
1197	PEPNS	23312
1198	NCRNA00221	338005
1199	LOC107986021	107986021
1200	MIO	51085|54468
1201	KAP12.1	353332
1202	SMA	6606
1203	RPS4X_3_659	442162
1204	FAM85B	105379219
1205	IL-6R-1	3570
1206	RN7SL393P	106481756
1207	HMGB3P17	100419948
1208	QSER1	79832
1209	IMD37	8915
1210	USP9YP20	106480717
1211	MOP2	2034
1212	IMD27A	3459
1213	IGLL1P	3544
1214	LEUTX	342900
1215	SRP1-alpha	3838
1216	SCDO2	145873
1217	PPP1R10P	100422381
1218	DDR2	4921
1219	MIR4280	100422887
1220	LOC105374381	105374381
1221	OR5-40	26212
1222	FAM8A3P	100129594
1223	ZNF646P1	100419854
1224	HMGN1P30	100132992
1225	REPA3	6119
1226	RPL21_47_1259	653079
1227	LINC02202	101927740
1228	LOC101929863	101929863
1229	LINC01109	102216341
1230	LOC110120723	110120723
1231	ABC7	22
1232	BM029	8289
1233	LIMCH1	22998
1234	cArr	407
1235	LOC101928191	101928191
1236	DFNB37	4646
1237	USP9YP21	106480355
1238	CLR2.1	58484
1239	ABHS	136647
1240	RPL26P29	100131788
1241	LOC111188163	111188163
1242	EDD	51366
1243	DTGA2	55997
1244	FCRLX	84824
1245	mir-3610	100500914
1246	TTC7A	57217
1247	PID1	55022
1248	LOC105371286	105371286
1249	LOC105371610	105371610
1250	SLC25A34-AS1	110806303
1251	hsa-mir-670	100313777
1252	PH	5053
1253	PFN1P8	100873744
1254	TXNRD3IT1	645840
1255	OR1H1P	26742
1256	SNORA80B	100302743
1257	CPN5	57699
1258	FRASRS1	80144
1259	DAP	1611|3375|23549
1260	EIG3	432400
1261	gQC	54814
1262	LOC105374813	105374813
1263	mir-4478	100616312
1264	MTND4LP17	107075240
1265	NCRNA00051	619434
1266	BHLHE22	27319
1267	SCARNA9	619383
1268	RA175	23705
1269	PAGE3	139793
1270	C9orf53	51198
1271	ZPAXP	105373450
1272	LOC647996	647996
1273	R9AP	388531
1274	COMMD2	51122
1275	TCRBV13S4	28598
1276	LOC107987243	107987243
1277	VID24	79018
1278	LOC791097	791097
1279	PDLs22	25972
1280	MRXS6	55869
1281	LOC107986779	107986779
1282	RNU4-49P	106481187
1283	LOC107986717	107986717
1284	FAM86B2	653333
1285	RNA5SP61	100873296
1286	mir-374c	100500807
1287	SC4MOP	6308
1288	CHPF2	54480
1289	CTG-B45d	57215
1290	NME2P1	283458
1291	EA5	785
1292	LOC100421504	100421504
1293	SNAH	6615
1294	LOC105371366	105371366
1295	LOC110120611	110120611
1296	NOL4L	140688
1297	MDP-1	145553
1298	VDBG	2638
1299	LOC105374297	105374297
1300	LOC105370753	105370753
1301	LOC105374549	105374549
1302	SPGF8	2516
1303	RPL32_22_1617	100133162
1304	MIR9-3	407051
1305	LINC02321	105370623
1306	HCC-8	64927
1307	COXPD36	51116
1308	LOC107985056	107985056
1309	HRS	1822|3035|6430|9146
1310	CDKN2B	1030
1311	dJ37E16.4	11078
1312	RPL29_1_300	100131991
1313	TRPM1	4308
1314	dJ1033E15.2	84247
1315	CCPSO	80770
1316	LOC101060254	101060254
1317	LINC01820	105374582
1318	LOC101928120	101928120
1319	VPS2	27243
1320	LOC105374928	105374928
1321	YIPF4	84272
1322	KLHL34	257240
1323	MAGEA5	4104
1324	HFTC2	8074
1325	HI	6833|8852
1326	PAX8-AS1	654433
1327	Mic25	84303
1328	NA88A	27287|139538
1329	RHEX	440712
1330	OOMD2	347688
1331	LOC101059915	101059915
1332	PDLIM1	9124
1333	CORDX	778
1334	PTBP1	5725
1335	LOC107986019	107986019
1336	NCRNA00252	552860
1337	LOC106799846	106799846
1338	LOC105373281	105373281
1339	KRTCAP1	64065
1340	CRL4	55540
1341	KIR48	548594
1342	CABP1	795|9478
1343	FAM150A	389658
1344	SNAG1	112574
1345	RPS17_4_560	100271072
1346	D6S59E	221527
1347	ATP5LP6	100462865
1348	LYPLA2L	653639
1349	CORD10	64218
1350	RHOB	388
1351	LOC105378650	105378650
1352	LIPN	643418
1353	SERCA1	487
1354	M6P/IGF2R	3482
1355	FAM73B	84895
1356	OR2W6P	81406
1357	FABP7P2	100874317
1358	NBLA00548	79633
1359	RPL21_9_342	727810
1360	P47	5341|6320|55968
1361	LOC105374364	105374364
1362	ADPRHL2	54936
1363	RNA5-8SN1	106632260
1364	PTCD2	79810
1365	COPT1	1317
1366	EDG-2	8896
1367	LINC00538	100861504
1368	KRTAP4-12	83755
1369	CP22	6717
1370	C22DDELS	100188856
1371	TMEM230	29058
1372	bA541N10.2	79991
1373	C10orf128	170371
1374	RALGAPA2	57186
1375	FAP221	200373
1376	GZF1	64412
1377	RIOK1	83732
1378	LINC00461	645323
1379	T2R37	266667
1380	LOC105375370	105375370
1381	RPL9_10_1398	326311
1382	OI18	55603
1383	GGH	8836
1384	DJ347H13.4	27351
1385	MEDS	51124
1386	TCONS_00019174	109729162
1387	MIR6895	102465539
1388	ANAPC10P	729198
1389	TRNAQ49P	101056699
1390	VWC2	375567
1391	CIDEB	27141
1392	HOXA-AS4	100874323
1393	EFNB1	1947
1394	COPD16	544424
1395	PERRS	8787|388531
1396	HTR5A	3361
1397	TIM17A	10440
1398	GM2AP1	2761
1399	LOC105369359	105369359
1400	LINC00994	100287879
1401	LOC102723869	102723869
1402	HSOlf1	10798
1403	MMP26	56547
1404	CCDC190	339512
1405	HEL-S-21	9446
1406	SDBCAG84	51614
1407	MCD	4582|23417
1408	RNA5SP155	100873421
1409	WBP1LP2	100506330
1410	GATD3B	102724023
1411	SPATC1L	84221
1412	B3GALNT2	148789
1413	NDUFA8P1	107075207
1414	RNU6-72	100873775
1415	S100-B	6285
1416	FAM233C	103344932
1417	OR5B10P	390186
1418	HZF2	10308
1419	LOC392364	392364
1420	RFTN2	130132
1421	FAM90A19P	728753
1422	CLST11240	51751
1423	ER	2069|2099
1424	MTCO2P18	107075149
1425	RN5-8S3	100873334
1426	RNU6-1278P	106480124
1427	PLPP7	84814
1428	RPL31_24_1693	140718
1429	POC7A	9094
1430	ZNF306	80317
1431	C1orf201	90529
1432	LOC111721710	111721710
1433	RNU2P1	26854
1434	FYVE-DSP1	8897
1435	OR13C4	138804
1436	AGGF1	55109
1437	ZC3	50488
1438	IGFL2	147920
1439	IGHV1OR162	28314
1440	KCNQ1DN	55539
1441	TPSB1	7177
1442	LINC01728	105372626
1443	PSMC4	5704
1444	RPRML	388394
1445	LOC100288728	100288728
1446	C1GALT1	56913
1447	DRADA	103
1448	CPR2	9238
1449	C1orf38	9473
1450	PDLPOSTN	10631
1451	LINC01241	101929582
1452	DPYD-IT1	100874267
1453	FXYD6P1	100128934
1454	OR2D3	120775
1455	PHBP14	100873751
1456	LOC111875819	111875819
1457	PDCD5P2	100527947
1458	OTUD4	54726
1459	CKb12	6360
1460	C9orf101	54875
1461	MAA2	54880
1462	RIBB	6016
1463	SMTPHN	9049
1464	MAGED2	10916
1465	LOC105370398	105370398
1466	JP3	57338
1467	LOC105373409	105373409
1468	LOC100133007	100133007
1469	LOC107986235	107986235
1470	HSMBPC	4153
1471	RPL2B	729480
1472	MIRN1296	100302150
1473	IIP45	60672
1474	HIST1H1B	3009
1475	HOXB4	3214
1476	LOC390029	390029
1477	RPL5P5	730213
1478	KIRREL3-AS2	100874251
1479	LOC112267896	112267896
1480	ZNF645	158506
1481	CK5	3852
1482	LOC105371944	105371944
1483	RPL9_13_1663	100271229
1484	CSPG4P7Y	100287502
1485	CMYA1	165904
1486	LOC107985883	107985883
1487	hsa-mir-6739	102466724
1488	GFAP	2670
1489	EIF4E3	317649
1490	CAC-1	113452
1491	IGHV1-38-4	28460
1492	HSKM-B	56950
1493	FND3	8092
1494	PR1	140738
1495	LOC105371316	105371316
1496	ZNF579	163033
1497	CAMKA	815
1498	MRT27	55180|100852397
1499	LCHAD	3030
1500	hBSSP-4	64063
1501	C4orf25	285489
1502	LOC105378512	105378512
1503	RPS17P8	100271070
1504	MUM-1	84939
1505	LOC112268271	112268271
1506	LILRA1	11024
1507	HEG	57493
1508	ACTR11	55860
1509	CHR11SYT	54843
1510	RN18S2P	359724
1511	TANC	85461
1512	BCRL4	616
1513	HLC6	9043
1514	RNY3P14	106480316
1515	CGI75	51106
1516	TBC1D3K	101060351
1517	TCP80	3609
1518	LOC101060206	101060206
1519	PPIA3L	653214
1520	LINC01508	101927873
1521	RPL21P114	100271441
1522	BMI1P1	100127902
1523	NOTCH2	4853
1524	DQ-A1	3117
1525	EAF2	55840|55929
1526	SENP3	26168
1527	ERCC5-201	2073
1528	LOC100420018	100420018
1529	HGCLAS	11019
1530	BLCAP	10904
1531	LOC105373583	105373583
1532	HRINS	6833
1533	TNFSF6	356
1534	IGHD1-1	28510
1535	TRM-CAT4-2	100189354
1536	LINC01250	101927554
1537	LINC00158	54072
1538	RNU1-25	26863
1539	RPS14P5	100133255
1540	TRBJ22	28628
1541	POLR2E	5434
1542	RBP3	1869|5949
1543	ACTGP6	78
1544	CARLo-3	101867536
1545	hMETTL3	56339
1546	RNU4P4	26840
1547	RPL35A_1_109	100128984
1548	D2S448E	7837
1549	MSTP136	64431
1550	B2R	624
1551	MGRG2	259249
1552	N-ACHE	43
1553	IGKV1D35	28895
1554	LOC105375956	105375956
1555	EPIPIN	89778
1556	NCKX5	283652
1557	HEL-S-54e	5245
1558	BPIFA1	51297
1559	MTND1P35	106480433
1560	EIG	1957
1561	RNA5SP247	100873503
1562	METTL25	84190
1563	C3orf27	23434
1564	GAGEE1	90737
1565	SCGB1D5P	100874258
1566	er-cHL	54511
1567	LOC101927098	101927098
1568	CPE-R	1364
1569	OPMD	8106
1570	LOC100506569	100506569
1571	LSFR1	25792
1572	PRED84	84996
1573	dJ372B18.1	100131609
1574	OSER1-AS1	100505783
1575	PNPT1	87178
1576	SDR25C1	10202|10901
1577	RNU6-741P	106479894
1578	MAGEF1	64110
1579	NEK3	4752
1580	vU1.1	101954273
1581	RPL29P25	642493
1582	CLCNKB	1188
1583	hsp70	3308
1584	TUBAP	54016
1585	LOC105373574	105373574
1586	RNA5SP515	100873566
1587	TMX2-CTNND1	100528016
1588	C10orf64	57705
1589	TAFII-18	6884
1590	BCL2L11	10018
1591	CNKSR3	154043
1592	hRPB19	5436
1593	C10orf71	118461
1594	LOC102724736	102724736
1595	TREM4	146894
1596	FAM197Y7	105379269
1597	BARKOR	22863
1598	DD2	1646
1599	MINDY1	55793
1600	HOVO1	5017
1601	GSHPx-6	257202
1602	RN7SL146P	106481827
1603	hs6M1-15	26692
1604	KIF25-AS1	100505879
1605	ENPP4	22875
1606	RPLP0P5	643779
1607	PCDH9-AS4	100874087
1608	LEP11	353140
1609	LOC107985513	107985513
1610	OR5BU1	401994
1611	MIRN605	693190
1612	SCGB2A2	4250
1613	RNY1P5	100862667
1614	RN7SL649P	106481100
1615	LTB4DH	22949
1616	LOC107986545	107986545
1617	RNA5SP228	100873486
1618	RN7SL807P	106481141
1619	U7.52	100151648
1620	MED15P9	285103
1621	mir-1284	100302112
1622	IPO5P1	100132815
1623	OR11-4	10820
1624	Lmnt1	22854
1625	TRBJ1-5	28631
1626	GDE6	220032
1627	ETM3	101027378
1628	LOC105376989	105376989
1629	IGLC1	3537
1630	ANXA5	308
1631	P2RY10P1	654813
1632	RTR	2649
1633	IL1-ALPHA	3552
1634	TALL2	8741
1635	AD13	100188837
1636	LOC105373153	105373153
1637	LOC105371153	105371153
1638	LOC110120714	110120714
1639	GST5	2947
1640	XLKD1	10894
1641	GSG1L	146395
1642	BMIQ10	338557|353126
1643	hIGFBP-1	3484
1644	PFIC1	5205
1645	Eve-3	399473
1646	RPL12-L	729727
1647	G18.2	63940
1648	YIF1A	10897
1649	LOC105374304	105374304
1650	AGO4	192670
1651	FOXO2	2309
1652	LOC110120783	110120783
1653	SFRS16	11129
1654	WDR85	92715
1655	BPPR	9289
1656	UPK1A-AS1	100862728
1657	SP5	389058
1658	S6mt	64968
1659	ATH3	58158
1660	DCUN1D2	55208
1661	HSP40	171221
1662	CTSK	1513
1663	RASSF1A	11186
1664	hnRNPH'	3188
1665	LINC00483	55018
1666	LIN-7C	55327
1667	UTAT39	100505776
1668	LRCC	2271
1669	FABP5P12	100270673
1670	GTPCH1	2643
1671	PPP1R83	5610
1672	RPL26P9	100270885
1673	CREB-1	1385
1674	LOC105378010	105378010
1675	KRT8P28	391099
1676	HRNBP2	23543
1677	SUA5	79693
1678	sel-1L2	80343
1679	OSSA	23196
1680	MORN5	254956
1681	FAM31C	79958
1682	PARP-5c	80351
1683	Ebitein1	84953
1684	PDZGEF2	51735
1685	ARL2BPP7	100131629
1686	ZDHHC4	55146
1687	KRBOX1	100506243
1688	RNA5SP234	100873492
1689	M-PST	6818|445329
1690	LOC110121255	110121255
1691	cSDH	113675
1692	B3GALT7	374907
1693	HsT21816	503614
1694	RNA5SP193	100873455
1695	SOWAHB	345079
1696	LOC112267952	112267952
1697	MYCBP2-AS2	100874213
1698	BLOM7	22889
1699	SSU72P7	390033
1700	TRT	7015
1701	RNU6-1244P	106481945
1702	LOC105374102	105374102
1703	DOC-1R	10263
1704	LEFTY3	286754
1705	SEDL	6399
1706	MIR99B	407056
1707	DMC1H	11144
1708	ZNF255	7767
1709	MIR4433B	102465833
1710	CK1g2	1455
1711	LOC100507002	100507002
1712	SGO2	151246
1713	TRNAD-GUC	107987504
1714	LOC100419059	100419059
1715	RNU6-1153P	106480643
1716	CCDC34P1	100288584
1717	HDMCP	283600
1718	SNAT	15
1719	H4FD	8362
1720	SERPINA7P1	100422644
1721	LOC107988032	107988032
1722	TRNL2	4568
1723	FZR	51343
1724	VISA	57506
1725	C4ST3	166012
1726	MIRN1294	100302181
1727	RPL23L	6150
1728	PSMD1	5707|106480180
1729	SPI-A	6688
1730	MCCPT1	1375
1731	SWC5	10428
1732	PSARL	55486
1733	FGF4	2249
1734	SPT20	55578
1735	LINC02008	105377180
1736	TCN2	6948
1737	LOC112163597	112163597
1738	LINGO2	158038
1739	LOC111216290	111216290
1740	LOC107984551	107984551
1741	LOC110120817	110120817
1742	SETP6	100419178
1743	RNA5SP464	100873708
1744	V1-15P	28767
1745	PTPN9	5780
1746	RNA5SP313	106480439
1747	BUP	23412
1748	JMJD2E	390245
1749	BRWD2	55023|55717
1750	SIMA135	64866
1751	HLAC	3107
1752	PFHB2	105463127
1753	CD203c	5169
1754	HUNK-AS1	106144524
1755	HCA557b	151194
1756	TRNAG22	100189231
1757	GNPTAG	84572
1758	IGHV4-28	28400
1759	SNORA80A	677846
1760	PPP1R140	6421
1761	SIAT4C	6484
1762	HsT1461	115106
1763	GOLGA2P1	100418751
1764	FAUP2	100271125
1765	MIR4284	100422948
1766	TFIIIA	2971
1767	NOP58	51602
1768	FMI2	9620
1769	LINC01596	105377617
1770	P2UR	5029
1771	ROR2	4920|6095
1772	NUCKS1	64710
1773	RBBP4P6	100820741
1774	IRGM1	345611
1775	SPC2	5126
1776	DUXY2	100132421
1777	LMBR1	64327
1778	MGC12916	84815
1779	VWA8P1	106480787
1780	APG8L	23710
1781	LOC101929715	101929715
1782	TRIOBP	11078
1783	LOC100129503	100129503
1784	VPS4-2	9525
1785	MRPL16	54948
1786	SPC24	147841
1787	RNY4P6	100379287
1788	IDDMX	8245
1789	TUBB4BP6	100996306
1790	TXNDC1	81542
1791	DERPC	54921
1792	CCDC27	148870
1793	HSPC264	84942
1794	LINC02249	26082
1795	RN7SL617P	106481852
1796	YY1AP	55249
1797	OR4H11P	26322
1798	TSH3	57616
1799	EP24.15	7064
1800	FAM108A3P	728917
1801	SMURF1	57154
1802	ZNF371	342933
1803	RPL21_53_1436	729208
1804	CXorf10	63035
1805	SMAP8	65009
1806	mir-3160-2	100422825
1807	CAPPA1	829
1808	SPCS2	9789
1809	RNU5	26831
1810	LINC01649	101928995
1811	LOC400541	400541
1812	Nbla00144	23253
1813	RPL7A_18_822	442712
1814	BCC6	100307123
1815	NPHP3-ACAD11	100532724
1816	MTND4P16	100873241
1817	RNU7-45P	100147832
1818	LOC101929440	101929440
1819	LOC101927560	101927560
1820	LOC100128776	100128776
1821	LOC105375191	105375191
1822	SPAG1	6674
1823	SMIM2	79024
1824	DPF1	8193
1825	YWHAQ	10971
1826	MT-SP1	6768
1827	P110DELTA	5293
1828	CR-7	100129080
1829	PTENP1-AS	101243555
1830	B3GNTL1P2	106480419
1831	NR1C1	5465
1832	DKCA3	26277
1833	LOC389842	389842
1834	LOC105369892	105369892
1835	onco-lncRNA-16	257000
1836	PPP1R12B	4660
1837	TRM9L	57604
1838	RPL18_5_1500	441775
1839	miR-21	406991
1840	MACF1	23499
1841	miRNA192	406967
1842	LOC105379155	105379155
1843	LOC105379340	105379340
1844	LOC109623491	109623491
1845	LOC110121063	110121063
1846	GYG	2992
1847	MIRN367	442912
1848	PRO1291	79679
1849	LOC100129601	100129601
1850	LOC107984345	107984345
1851	CD23	2208
1852	MT1S	4489
1853	RLIMP3	645453
1854	TRL-CAG1-5	100189139
1855	LOC110121182	110121182
1856	OPA1-AS1	100873941
1857	TRBC2	28638
1858	FRG2MP	106481739
1859	LONRF2P1	100421827
1860	MAN2C1	4123
1861	CTF5	4782
1862	RNU6-662P	106479860
1863	MIR3674	100500912
1864	MOAP1	64112
1865	LOC101929243	101929243
1866	ON	6678
1867	E48	8581
1868	RGS4	5999
1869	CAPN5	726
1870	OR11-249	219982
1871	LOC100419773	100419773
1872	MCSKS14	10586
1873	RN5S101	100873372
1874	ILT2	10859
1875	KINN	3800
1876	SYNGAP	8831
1877	CHDS9	100188877
1878	RN7SL456P	106480511
1879	LOC105370664	105370664
1880	TRAV28	28654
1881	LOC103344931	103344931
1882	DLDBP	8050
1883	RPS29_1_32	100270903
1884	MIR1470	100302127
1885	LINC02437	107986333
1886	bA444E17.5	441151
1887	MIRN645	693230
1888	GEMIN8P4	492303
1889	LOC100288367	100288367
1890	SS-1-R	6751
1891	ZNF321	399669
1892	VMAT2	6571
1893	TRAPPC5	126003
1894	H1.10	8971
1895	LOC111875835	111875835
1896	SYNPO2L	79933
1897	HSD3BP5	391081
1898	PLGLB2	5342
1899	REXO1L5P	107986879
1900	MIRN650	723778
1901	KAP20.4	100151643
1902	LINC02591	388692
1903	LOC392485	392485
1904	CIS2	8835
1905	CTB-27N1.1	100507267
1906	RTDR1	27156
1907	UROC1	131669
1908	IGHD1-20	28507
1909	hsa-mir-599	693184
1910	SMKR1	100287482
1911	GBP28	9370
1912	ELAVL2	1993
1913	TRPML3	55283
1914	GXP1	7317
1915	bHLHa27	9421
1916	LOC653653	653653
1917	ATP5MGP3	53409
1918	Car1	759
1919	LOC105372888	105372888
1920	LOC105379053	105379053
1921	LOC101929278	101929278
1922	IHPK3	117283
1923	SepR	51734
1924	EAF1	10847|85403
1925	LOC110806306	110806306
1926	LOC112267944	112267944
1927	ABCG4	64137
1928	PBDX	7499
1929	OST4	100128731
1930	p75(NTR)	4804
1931	RPL36P18	100271394
1932	SGP-2	1191
1933	ZNF667	63934
1934	DNAJB9	4189
1935	IGHVIII-82	28338
1936	RPL7L1P2	100420155
1937	IKK-alpha	1147
1938	BORCS3	23557
1939	FLAME-1	8837
1940	NCRNA00148	252955
1941	HSP90AB2P	391634
1942	RPL4P6	100271033
1943	DBCCR1	1620
1944	LOC111832670	111832670
1945	RPL39_6_343	100271024
1946	GAT-2	6540
1947	OB10P	56694
1948	HEIH	100859930
1949	LOC129656	129656
1950	ELL2P2	100421143
1951	SMHC	4629
1952	TEX36-AS1	100169752
1953	OR12D1	26530
1954	HSPB1P2	653364
1955	TPMTP3	100129277
1956	FCER1B	2206
1957	MINOS3	54927
1958	TGFR-2	7048
1959	CT139	11004
1960	ATP9A	10079
1961	LOC111413039	111413039
1962	PGLYRP2	114770
1963	VPS29	51699
1964	PMS2P9	100132832
1965	pp90RSK3	6196
1966	MAPK13	5603
1967	PARCC1	55700
1968	AF-1	3460|5710
1969	TEKT4P2	100132288
1970	HEIRCC	100131551
1971	MST110	55114
1972	LINC01845	285627
1973	KRTAP4-15	81871
1974	CCDC74BP1	100996538
1975	RNU1-62P	106481613
1976	KRTAP12p1	112268487
1977	RN7SL454P	106479388
1978	TMEM125	128218
1979	ATP6C	527|528
1980	POU3F4	5456
1981	CA-RP	767|770
1982	PCNT2	5116
1983	MACF2	667
1984	LOC100419684	100419684
1985	GSCL	2928
1986	VAMAS2	27022
1987	RPL8P1	387046
1988	RPP25L	138716
1989	NAV2-AS4	399876
1990	CXorf48	54967
1991	CSF-1R	1436
1992	dJ776F14.1	55968
1993	MIR574	693159
1994	ERVK9-2	111188149
1995	TCP11	6954
1996	FBLN6	83872
1997	TM6SF2	53345
1998	ZNF492	57615
1999	TUC338	102157401
2000	LOC102723672	102723672
2001	LINC00471	151477
2002	LOC105375833	105375833
2003	PP1beta	5500
2004	miRNA877	100126314
2005	LOC107457584	107457584
2006	OR51P2P	79300
2007	SNORA1B	109617001
2008	NANOGP4	414131|414132
2009	YKL40	1116
2010	LOC101929174	101929174
2011	ZNF713	349075
2012	SNAR-C3	100170226
2013	PHPTC	8074
2014	HHO.C1	3217
2015	UCP2	7351
2016	NSUN1	4839
2017	SPTB	6710
2018	RNU6-1061P	106480033
2019	EST00098	79095
2020	KRTHBP1	85340
2021	LIS1	5048
2022	psihHbD	85349
2023	CES5AP1	649264
2024	LOC100505938	100505938
2025	C3orf81-AS1	101929212
2026	ATGR2	186
2027	ZIP67	115950
2028	SDR42E1P3	100422347
2029	PGLB	1833
2030	CD31	5175
2031	HBII-296a	692207
2032	SMAD1	2617|4086
2033	LOC105375653	105375653
2034	LA16c-329F2.1	101929480
2035	LOC613266	613266
2036	LOC105378286	105378286
2037	FACC	2176
2038	EPM7	3746
2039	THL	7062
2040	LINC01539	100505474
2041	ST7OT1	93653
2042	CRYZL2P	730102
2043	FGFR1OP2	26127
2044	IFT27	11020
2045	CLM-7	124599
2046	LOC100420339	100420339
2047	TRE-TTC8-1	100189068
2048	DNAJC3	5611
2049	RPL6P8	100133100
2050	MIR4752	100616171
2051	MVti1	143187
2052	RNU7-15P	100147763
2053	hsa-mir-6758	102465454
2054	UNC13	10497
2055	LRRC69	100130742
2056	CCSP	7356
2057	LOC107986202	107986202
2058	DNT1	30833
2059	PEG3	5178
2060	LOC105378347	105378347
2061	TAIP-12	81566
2062	PRO2086	7018
2063	ZDHHC7	55625
2064	RSPO4	343637
2065	LOC105371853	105371853
2066	CLIP2	7461
2067	MIR575	693160
2068	RGPD2	400966|729857
2069	RT14	2647
2070	TRY1	5644|136541
2071	GRX2	51022
2072	SHYC	23191
2073	MMR2	54842
2074	VLAA2	3673
2075	NCRNA00003	6315
2076	E-MAP-115	9053
2077	DAZH	1618
2078	NR2F6	2063
2079	CEBPZ	1649|10153
2080	HDCL	51696
2081	RPS19P6	100271078
2082	LINC02422	105369723
2083	DPPA5	340168
2084	LOC112267997	112267997
2085	TTC19	54902
2086	RFT	4152
2087	p27-BWR1B	5003
2088	MIR6089-1	102464837
2089	DUTP2	100873909
2090	LOC110120697	110120697
2091	TRNAG-GCC	107985618|107985619|107985620
2092	HIF1BETA	405
2093	DHEA-ST	6822
2094	LOC105373370	105373370
2095	RPL26_11_1166	100271469
2096	LOC105371280	105371280
2097	LOC108254667	108254667
2098	EloA-BP1	57455
2099	FAP250	85478
2100	LOC107986458	107986458
2101	LOC105377417	105377417
2102	LOC105377664	105377664
2103	LINC02076	400579
2104	MIR33	407039
2105	PSMA	2346
2106	H1VPS45	11311
2107	H-L6	4071
2108	NFH	4744
2109	TUBAP4	106479041
2110	PFDN3	7411
2111	ZNF233	7767|353355
2112	AP4S1	11154
2113	LOC729970	729970
2114	LOC100240728	100240728
2115	MCAHS2	5277
2116	NS5ATP7	51072
2117	vU1.20	101954268
2118	mir-5090	100847073
2119	DENR	8562
2120	DIRC3-AS1	105373877
2121	LOC105378482	105378482
2122	MTPA	3030
2123	RPS27P29	100132291
2124	PHRET1	58473
2125	HEL136	27290
2126	LOC107984606	107984606
2127	LPA4	2846
2128	LOC105369225	105369225
2129	TOME-1	83461
2130	GCA	25801
2131	C5orf62	85027
2132	LOC101930112	101930112
2133	C13orf28	122258
2134	LINC00401	103689913
2135	LOC107986330	107986330
2136	IMPDH1P7	391467
2137	SPTRX2	51314
2138	CHT1	60482
2139	dJ1085F17.3	149951
2140	LRRC38	126755
2141	TCRBV7S6	28592
2142	bA12D24.1.1	6019
2143	TRBV5-1	28614
2144	LOC101929679	101929679
2145	ICK	22858
2146	ACAP1	9744
2147	RPS5_1_743	26516
2148	ZGRF5	112479
2149	HNRPX	5093
2150	C21orf18	54093
2151	NEXMIF	340533
2152	ZNF335	63925
2153	OPAL1	54838
2154	ATLD	4361
2155	KMT6	2146
2156	KRT18P17	344866
2157	BHLHE40-AS1	100507582
2158	LOC100996365	100996365
2159	PR2ABBETA	5521
2160	CMP	4146
2161	LOC102723833	102723833
2162	MIR3945	100500818
2163	ZMIZ5	10401
2164	BCAR1	9564
2165	H4/h	8365
2166	RNA5-8SP7	100873573
2167	RTSH	780915
2168	PIP5KIIB	8396
2169	RPL5_3_263	100270832
2170	HMGA1L2	171559
2171	FCMTE4	101409188
2172	MTND1P22	100287591
2173	TMEM112	64788
2174	BTG3P1	100419246
2175	KRTAP4P1	85354
2176	LOC107987415	107987415
2177	NPHL2	1184|4952
2178	dJ63M2.2	170487
2179	RNU7-156P	106479083
2180	LOC105372665	105372665
2181	MIR7856	102465842
2182	LINC00024	79104
2183	PKHD1	5314
2184	P2RY2	5029
2185	NCRNA00266	140849
2186	SHFYNG	54551
2187	CIG-30	83401
2188	LOC107984579	107984579
2189	ROK1	11056
2190	c1_A	100862690
2191	RNU7-160P	106479085
2192	FLICE	841
2193	LOC101927844	101927844
2194	DUP16P13.3	100505393
2195	PIGN	23556
2196	SEST2	83667
2197	DJS	1244
2198	ARGFX	503582
2199	CFAP111	220074
2200	ZNF460-AS1	105372476
2201	OFD18	55081
2202	GIG-2	10221
2203	BNF1	25884
2204	LOC107986427	107986427
2205	CREB1	1385
2206	CFLAR	8837
2207	LOC105372396	105372396
2208	LOC105373923	105373923
2209	CMH11	70
2210	LOC105377258	105377258
2211	IGHV578	28387
2212	ASF1A	25842
2213	FLNB-AS1	105377105
2214	ACY-1	95
2215	DUP18qDEL18p	100240739
2216	PIG54	23244
2217	RDH8	50700
2218	DECTIN1	64581
2219	MIR1233-2	100422845
2220	SEH1B	81929
2221	IGLV2-23	28813
2222	LOC105374425	105374425
2223	104p	10426
2224	mir-519c	574466
2225	AASTH48	544563
2226	DSPA3	402778
2227	CRMCC	80169
